token,n_extreme_pools,first_extreme_block,last_extreme_block,span_blocks,min_fee,max_fee,distinct_fees,fire_cohort_pools
0x2b33e3748fd68d1243b8b2bcb9508255a38fecb7,25,25720941,26200371,479430,500000,999999,23,15
0xa85bd69ea5492e42bb912a82b4feed6fe10d5e12,25,26697520,30777472,4079952,150000,998506,25,1
0x2fefa9dffcdeab5627fbd47767f3c76041edf936,25,32025524,32077438,51914,400000,991200,22,2
0x6e47d95928cb39b5e51be425aab2a5190418e943,24,3559439,30838314,27278875,100000,998000,21,0
0x232cdfc415d10b673845d83dc02ba2eabe7e30d1,24,6658224,31985333,25327109,100000,999899,23,1
0x007dbcbe769fba56feb3e9bce4fc842e7f15fa8e,24,11110033,11977501,867468,480000,999500,22,0
0xb47f4702deb124cb4eb6286be83c9d84277c6239,24,11820573,27413100,15592527,100000,999000,21,0
0x68685e9dc6dcfe17962450399aa2d84a54adcba3,24,16910941,29905221,12994280,200000,999214,22,2
0x0707c69e56886d54d05344bfba1ed02a759de289,24,19123223,29492608,10369385,100000,998834,23,6
0x556f6d981eeb12454691e6ba6e1e2e1d5b9f6ba7,24,19342298,20063058,720760,100000,999417,22,1
0x8750da3e48345ec0c5aaaacfcda2a004da3b60c2,24,23481108,31169993,7688885,100000,999334,24,2
0xbca2f7789815d7cf627a60e85f615532efb3be96,24,23488597,29568367,6079770,100000,998834,21,2
0xe10f8125dc02336f28824e62332dbaf6e90f83cc,24,27017700,32146828,5129128,441230,999415,24,2
0x1df1f09c4dd65c76746d53467361d536cdfdc719,24,28976627,30465166,1488539,100000,990050,22,3
0xa0f623e0dd2fdd13bee3a2fdb0f9628f87bbbc2e,24,29440947,31057788,1616841,100000,990001,21,0
0x49bac47750f3dcdba49350b5d74fd399e90f97c6,24,30184203,31994149,1809946,200000,999999,23,0
0xd928a068d2b90798373a470c9d9ba562322acdef,24,30849972,32284071,1434099,555550,999999,22,4
0x17bb0c898254406b1ea2e8e99b0c263e26c9e4a4,23,877788,25492275,24614487,100000,990000,19,0
0x45242320dbb855eea8fd36804c6487e10e97fcf9,23,3979369,32182284,28202915,100000,999999,21,2
0xa6386dfa901d9a5a08f1bed4476ec9863f2e1a7f,23,8815829,29335816,20519987,350000,970020,22,6
0xd2664400930c555629c5cba487916c4b2004a8e4,23,11401367,12899776,1498409,320000,994000,20,2
0x7f3aecc694f298e0010f8a31ec49250506bb3b7c,23,12647327,31716788,19069461,140000,998000,22,1
0x2fff19fdfcf9d74a3a2e63fcad5f930d451b0ba3,23,17069368,19399135,2329767,400000,999500,21,3
0x83f218bf12f71bbf7cc3830ac8669bdefc8720cc,23,19712502,21861509,2149007,100000,999206,22,3
0xcff4762dfee52cb5924bebb9064ff817296f70a4,23,22983722,23413473,429751,500000,999910,21,0
0x0762c1708f0d23f86b29d6b857121ff7df357506,23,26987059,31929237,4942178,280000,999107,22,0
0x9c84142acfcd5d7169a42a9a53c52686381133cc,23,28016285,32007834,3991549,400000,999000,23,4
0xb3adc540b924622de0ed121a2b81335e94d4df1c,23,28810454,32291963,3481509,400000,998980,22,4
0xcfe71fd6535a9e8dc278a9c59ac137699b41d701,23,30809343,30983725,174382,200000,999003,22,6
0x476a3c28c4b6dc380acfdc9ce05078abf009ca7c,23,31241501,31894480,652979,100000,999999,22,3
0x8fec07a3988a37ac5cf98de7ba473cdfe70ecd9b,23,31461759,32229795,768036,200000,998790,23,0
0xec262a75e413fafd0df80480274532c79d42da09,22,1152819,21499436,20346617,100000,996832,21,0
0x01637b14b7378b99de75a64d50656d98488d9a4d,22,1741183,32062914,30321731,100000,999999,18,0
0x7541872e32bb529d7ff11d6c59832269ce33a6ff,22,8772952,14194060,5421108,150000,995000,20,0
0xbe4f4bc2ecdca72a6e0d9c963ad71a5869a9fa65,22,8789505,28669833,19880328,105630,990002,21,0
0xb6d695d5fbcebd837f6b9f214c9beee8ba90762b,22,11443225,26160496,14717271,100000,999000,19,0
0xaa4b6a79df257e50e0079cd812a92262ee3951b0,22,12527864,24486491,11958627,100000,998000,19,3
0xd810f4452f10f6ae1e3c1a65fe205a8476c0ed0f,22,12796003,19169814,6373811,500000,999900,19,0
0x6c4a8e0a201d11281fe2f3eee00b9b71ccffc878,22,14410595,15877671,1467076,500000,998600,18,0
0x90518995e9b8c68fd721fbebf94e0639cdedf30b,22,14503717,17031673,2527956,333300,999999,22,0
0xdecf74e4aa6ff30b1612e65665aaf650bedecba3,22,17062499,23721390,6658891,100000,998446,19,2
0xee75df3387eff2a73405d26496934b9e9abd1ba3,22,17170355,20755660,3585305,200000,998454,21,3
0xfa260561e6e52562ccf35b20658f6836bf2648fe,22,17936411,19329751,1393340,100000,999003,21,1
0x78cff0ffd48e9a3bab7acbcc02969ce43f6a22e0,22,26223196,31398093,5174897,100000,998998,20,1
0xb8fa8010833463aac5595b55b9045479239eff79,22,27197486,31163063,3965577,500000,999999,20,6
0x3acc80544ee35323f996e2338bfa548e8ffa79de,22,30830217,31839331,1009114,550000,999000,21,4
0xaa2cb68f37066d9a68f5c2bf5869f0c07ee8c197,22,31475108,31898030,422922,300000,991010,21,0
0xab9dff1ad19529c67283283987eb7e2b93efd282,22,31520643,31751935,231292,190000,999900,22,2
0xd0601ce157db5bdc3162bbac2a2c8af5320d9eec,21,989449,20716486,19727037,500000,999798,17,2
0x692dcca648e2e26baaf9da4aebf7cdd5ac2171d5,21,9056485,29647174,20590689,300000,999993,19,7
0x63575bcc942acc51495e492a0498eb4ac0a4c0de,21,9746741,28685027,18938286,100000,999111,21,15
0x62c530cd34a50c9d1e296dd8e008ac327cfdc5ff,21,12177063,26578195,14401132,100100,999780,20,5
0x722e6f466345a4fec7993d15089acec034bcf208,21,13667979,14202989,535010,450000,999881,19,0
0x8325628de19c0774670c37d4cc6473f34e3640f9,21,15258133,16802827,1544694,300000,999900,21,2
0xbd9728dad9ddda22444fdf2d31e47c88a27a9395,21,20380957,21262870,881913,440000,999005,20,0
0x3935456196b159625c5f8dbe2d10677df678bf6a,21,22510876,22659134,148258,320000,999700,20,9
0xc1a0c3929f5e12b5cfd6ae36f197a45bedf79417,21,24090261,29346016,5255755,111100,999807,20,1
0x491611d8f70d3b297deca8e499b1fb27e2b3efdd,21,24529256,25034134,504878,500000,990000,21,9
0xcc36de56897ed47264b6260eea7d230d080c7b03,21,27907949,29867314,1959365,500000,939990,21,0
0x37a5a27fe44b0051840dce8a0fd059ae5009b3cc,21,29591717,31376259,1784542,499000,991000,19,3
0x78017aac46716a739a4e574e658a8c3562733e55,21,29841448,31156833,1315385,100000,999002,20,5
0xc6911796042b15d7fa4f6cde69e245ddcd3d9c31,20,1084611,19793271,18708660,290000,999900,16,0
0x6365fd27ddefc42f50895994b67b04fab5f08d5e,20,4137629,28900562,24762933,128500,990001,19,0
0x48fe62970e2b3962ed9c59f0fce7e5a43b63ea5b,20,6444126,16001364,9557238,140000,990002,18,1
0x75c8258eaa6d0f94b82951194191ca3efb0bcbe2,20,6827147,27000697,20173550,100000,999999,17,0
0x316fb7a2a0729698d61956015705ddafbcfa0a81,20,8012176,21886703,13874527,480000,999900,18,0
0xf8bc08092c06db6148114dcf82af881f1085f92b,20,8804052,22573292,13769240,200000,999899,17,2
0xfe7e19cbce2f896c6c528bc355baf5a768291e18,20,9690395,26041411,16351016,100000,999134,16,2
0xf469755d3999e360b5d3b6bbe71aaa945f14996a,20,10990442,20298927,9308485,220000,999781,20,1
0x40848ede419cd99c1ce604af0cba30c575d05b28,20,12216804,12574249,357445,100000,999000,19,2
0x0af77e27f535256965944e617a386570f5c0432a,20,12266361,27665582,15399221,100000,999780,16,3
0x003dcee4d275d184198059da3570254f23e238fd,20,14305355,15917866,1612511,200000,999881,19,0
0x3931995eb86826bb47a08f587f00602884eed22a,20,15256615,17640038,2383423,350000,999215,19,6
0xa3b6aee90017b72c0812dc1e013de70eb2917ba3,20,17425551,29419303,11993752,100000,998446,19,6
0x43663cf16e769744e516f24e095157b4172d67c0,20,17533270,20241968,2708698,250000,998999,18,5
0xf0e17e54239cd945cd7bea471a3a2ca6a8c7f7a3,20,19025662,28752820,9727158,100000,999223,19,1
0xdd1be06eeb7d331afafab3ae9a8d7468e1df21ff,20,20013862,21203382,1189520,440000,999000,20,0
0xba1d19b11907b700a62e782f141392cbcd21ab2a,20,20465603,21261550,795947,500000,999995,19,0
0x3529e5b86e8749c8487a11ddc239c412228a40cc,20,21984969,31512759,9527790,100000,999068,20,3
0x256b2e55ee0f50af526f806c256a6febc5fb0309,20,23157720,24561255,1403535,200000,990000,17,0
0xb358766827d7c704d3c52a57b5cf181d1b0ffc6c,20,23753428,29059907,5306479,150000,999333,18,4
0x597fb475df08e99156b297971148148a295072d7,20,27156347,28863501,1707154,100000,999999,19,1
0x2648d0e48a31b880c7f004e1778a68f9fb5bc92b,20,27893180,31481678,3588498,330000,991020,20,4
0xb5786f95b1c8758d930f07e89bcb1d51fae01132,20,29036336,31917933,2881597,100000,999001,18,2
0x757c3a4263dac550a7bff6e9e123752d8c947d16,20,31378652,31777641,398989,500000,983690,19,2
0x4ea005168d7f09a7a0ba9d1def21a479950e44c2,19,1153185,21511331,20358146,100000,999417,17,1
0xd4052415613b34af236024b895574c467f65b6dd,19,1370936,32173482,30802546,100000,990001,18,0
0x0d6b6f604c1bf5b3533c445334bb4e1044145688,19,6075747,20054575,13978828,100000,950000,14,0
0x6eda83fc299c10d474068a7e69771c809bcbbba3,19,9643244,20190127,10546883,250000,990002,17,3
0x4f9c08badee653ed59c6f19287216b4273c204fb,19,9724083,20316023,10591940,100000,999000,17,3
0x6e17153e7b0ae7387d9b44f56291a4ef02cb14cc,19,9875359,30658844,20783485,150000,991010,19,4
0x73a9999f6e9db138e1ae4595fde049a401161e18,19,12285106,30213796,17928690,100000,998788,17,1
0x3ad2ad460be97324197e24d4702857946108b5ca,19,13593787,15882044,2288257,500000,999501,18,0
0xd7bdccdbc46c1ab84f7e3b5f8404a10b1f5c7894,19,13746387,14930638,1184251,500000,999881,18,0
0xd936dbdc5ad5bded2db0fed446ff07960d538026,19,14714194,16761586,2047392,150000,999881,18,0
0x5c78e64ea1f2b434bfa87f33a27a849883720555,19,16271788,22049299,5777511,500000,999999,17,0
0x940e5fbcaa64cf6a76c9f5ccb726aaa67e7b4663,19,16588714,18329312,1740598,120000,999980,17,0
0xefe604b98a6c62cf578de5705c97671cf6ef1e18,19,17743938,18053458,309520,200000,999999,19,5
0x413e8dd749861664044a0cecc7c418234f1a2da7,19,18496138,31093266,12597128,150000,998112,19,4
0xd85c76f76aec7e0271fbfc0f8c420a910e86eb4d,19,18567027,21364329,2797302,110000,999365,19,0
0x014fa146655dd8293d7b5399bac3dc11addb0ba3,19,19362345,19566278,203933,290000,999081,16,3
0xc1a0d0ef8c0c353d03f006b8304a4efb32016d3c,19,20815857,23145864,2330007,100000,999999,18,2
0xb9c948f45681a2bd0fb13b6a0dd6e5ad05b1efcc,19,22026319,32144656,10118337,400000,998834,19,1
0xc8c2f2abe2faef9010a0284550c477f6c33792dd,19,22579656,27906832,5327176,180000,999334,19,4
0xd59bce115a0296e0d393ccd56e8460e5c57e707b,19,22599210,30393866,7794656,300000,999091,16,3
0x8a93e09851f82f1f06e7ef08e3ceab41629d453f,19,23807267,23971780,164513,489999,999003,19,10
0xf052f9339afaba171724b3229a624db2a30eb115,19,24642553,28038988,3396435,320000,999269,17,5
0xd554e75f85cb1fcb5b6640b55779d566ac60de9f,19,28743695,30997698,2254003,100000,990001,19,0
0xef0a84b16902efcd41fa001bd6473c64876b93b0,19,28871974,32108671,3236697,730000,999999,18,7
0x3266210e7642e288b6d420a772053cf9710778cc,19,29701530,31480926,1779396,100000,991000,19,4
0x67b3c0f026113312cf947dda2aaf2d6b7b6d8949,19,31579921,32196156,616235,110000,999900,19,0
0x79310e76e7a1459c4459b4a7390f5679ca22c347,19,31623810,32210633,586823,120000,990000,19,4
0x60f8eae2feccfce0a8852c0b7e083733883d024b,19,31827932,32242066,414134,100000,988880,19,2
0xb61d47c2b2204d055d8b17a949cba7da0cf4a002,19,32168119,32276859,108740,440000,990550,16,1
0x6a625088dfcbb46e0a7d186b52bd7cc54ef44200,19,32200787,32269439,68652,330000,990010,19,2
0xaf3d76f1834a1d425780943c99ea8a608f8a93f9,18,992013,26464975,25472962,500000,999900,14,0
0x4a0e65a3eccec6dbe60ae065f2e7bb85fae35eea,18,995540,27207368,26211828,400000,999798,15,3
0xe81dc008231035c91f09633c541394b9ddf53673,18,3590789,13305214,9714425,100000,990001,17,0
0x7bf03b84a1bd2fa5e136326426dffa8df6cec618,18,9561926,10725264,1163338,100000,999993,17,5
0x619e1d82aac0ceadcc018018a06cd564c797a668,18,11919055,13772102,1853047,500000,999780,17,0
0x477e3b5102b5c380edb0dd61e5e801d07697b534,18,13119136,20234577,7115441,500000,999000,16,0
0x0d34b0c1b0bcb2287c9eada3150490c19ecf9396,18,13207971,32225108,19017137,300000,998788,17,6
0x33186b9cdfc3fe6d402e3ddde10c07c0ab737893,18,14277421,16332130,2054709,500000,999999,16,1
0x391c1dc7c6dc93b4fa9cd84016446b4fc159e76a,18,14439237,14622384,183147,500000,999890,16,0
0x91908651eb47d5593636732c625f481552384a71,18,14865487,14954197,88710,300000,999999,15,0
0x28e16ebda49d7879cb2423499fabac3647480760,18,15221304,22802621,7581317,500000,999881,17,3
0x055b0c5e1a07c2352961b93353ecb634c36b2a14,18,15680715,20189014,4508299,200000,999000,15,0
0xa12463b6dbdbcad238731749265e18c518639ba3,18,16756310,32258245,15501935,480000,999336,14,9
0x3582c0ed4324cb742266401e56c68d026118eba3,18,17275182,27980697,10705515,266800,999417,16,0
0x84e8f0f454153c393c81e38b8884e90ebcfa6c0b,18,17393924,31406991,14013067,100000,998834,16,4
0xbaee0890dd7007737cee89aff73a835c0dce4ba3,18,19348516,19386480,37964,500000,999330,17,1
0x9b04cc8a6ec711895f3cd3e9df6e434396d81cd5,18,19861024,20290199,429175,250000,999300,15,1
0x38f2e8f5b84271bc8eb1eb3904a41aa2acf41294,18,22331347,22435494,104147,499999,999890,16,0
0x4d09823af594302b2e20ab63ee653a6f3f8467a0,18,22502932,22709083,206151,400000,990000,16,2
0x5b8c6c697ff40309e6cba87b4563be2677c8da72,18,22705516,31651196,8945680,150000,999334,18,2
0x2427731950c5a52627a033274831d3c64727d7ba,18,23946609,24486748,540139,500000,999900,17,2
0x78089039d99c1374673eba21c9e2ac73ea381acc,18,24523097,25320219,797122,490000,998446,18,1
0xe8ffd7e24187f72afb08d75b1bb13088a989a791,18,24556899,32115968,7559069,870640,999334,18,0
0xc1a06b1dc28d965c3d77a94f93cbfe5584261783,18,25209743,26400971,1191228,100000,999803,18,2
0xc6eae12925620a7a800b17b19f6064ff254df744,18,25566710,25773637,206927,800000,999999,17,11
0x2b948593a100c84840a39b60fbf0c3365859dd0d,18,26003869,26481160,477291,160000,999990,18,4
0x658bf542c9384dc000a07540b0b29ef7e79fe126,18,28994942,30265148,1270206,499500,999990,18,2
0x6b94ebcc1a39fd332efbd03828c6e8c1d55a10df,18,30532292,30715868,183576,400000,991010,18,3
0x7f252feed0bcb6db7c40faf320a02ebd2cd3aee8,18,31154668,31445354,290686,100000,970390,16,1
0xc85d3a5c220fa6aff88d149a73c4351e9dc41db2,18,31702083,32294037,591954,100000,991010,18,5
0xf2915d1e3c1b0c769d0c756ec43f1c1f6c99cd03,17,3972726,31377492,27404766,360000,999000,16,0
0xeafa804083a4886a9460b5b19557334a652beba8,17,6122023,24063119,17941096,100000,998000,16,0
0x6e7e0db14d23144ef3e78d3294aa408ac38427b8,17,8797214,31119434,22322220,150000,990000,14,0
0x6989a8217359ac1c7aa9b651cb67f226c2fd3ca8,17,8963806,20197331,11233525,100000,999993,17,4
0x553cde1efe80b8faf172154d07bc6313717bdef1,17,11128047,20381658,9253611,100000,999000,15,5
0x0ce21a318070ddc826057d414ef144b7854ca846,17,12736798,14542855,1806057,150000,999881,16,0
