tx_hash,log_index,token,token_address,from,to,amount
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,55,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x3268eebced4018c5321d904121c10111a4700daf,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,2144.5111562838
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,60,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,1.901863
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,61,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,0x8366a39cc670b4001a1121b8f6a443a643e40951,2144.5111562838
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,66,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,0x4cd00e387622c35bddb9b4c962c136462338bc31,1.901863
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,36,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0.031634880704311542
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,37,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0xa633c73658857d5241fe21d43f854a82e2d0592c,0.031634880704311542
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,41,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,100.907144
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,42,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0xa633c73658857d5241fe21d43f854a82e2d0592c,0x0000000000000000000000000000000000000000,0.031634880704311542
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,43,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,60.886214
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,45,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0xdcf61f0160149f16d5d90625b25793a05bbda5f5,40.02093
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,46,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,0xdcf61f0160149f16d5d90625b25793a05bbda5f5,0.020793803430110759
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,47,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xdcf61f0160149f16d5d90625b25793a05bbda5f5,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,40.02093
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,49,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0xdcf61f0160149f16d5d90625b25793a05bbda5f5,0x0000000000000000000000000000000000000000,0.01535206080177
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,50,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0xdcf61f0160149f16d5d90625b25793a05bbda5f5,0x0000000000000000000000000000000000000000,0.005441742628340759
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,1,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x0000000000000000000000000000000000000000,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0.004120771587275979
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,2,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0xa633c73658857d5241fe21d43f854a82e2d0592c,0.004120771587275979
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,6,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,8.325636
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,7,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0xa633c73658857d5241fe21d43f854a82e2d0592c,0x0000000000000000000000000000000000000000,0.004120771587275979
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,8,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0.004322351486420254
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,9,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,8.325636
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,11,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0x0000000000000000000000000000000000000000,0.004120771587275979
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,12,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x95f71ca6a0807de9c32f84d4d41ea32915a77665,0x33eabd63853e74ff70d8b89982dfb5bc3eb0a189,0.000201579899144275
0x097b2738e51cb10e5e345239b790a8c23a26263ccdb25a9229f7e264eb799021,6,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xe0077b307550eff13aad4a163be7c1d99b22314d,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,4144.008340027574371295
0x097b2738e51cb10e5e345239b790a8c23a26263ccdb25a9229f7e264eb799021,12,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,3.023953
0x097b2738e51cb10e5e345239b790a8c23a26263ccdb25a9229f7e264eb799021,13,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,0x8366a39cc670b4001a1121b8f6a443a643e40951,4144.008340027574371295
0x097b2738e51cb10e5e345239b790a8c23a26263ccdb25a9229f7e264eb799021,18,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,0x4cd00e387622c35bddb9b4c962c136462338bc31,3.023953
0xca79f4c1188e23915caf67d7e9ccb19b9b25309c0a8d24ec2ab6b2541b359afe,13,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x23845fb6645bbb694d4089c920794b9cf6ae61c6,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,2687.14708264371395029
0xca79f4c1188e23915caf67d7e9ccb19b9b25309c0a8d24ec2ab6b2541b359afe,19,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,1.913554
0xca79f4c1188e23915caf67d7e9ccb19b9b25309c0a8d24ec2ab6b2541b359afe,20,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,0x8366a39cc670b4001a1121b8f6a443a643e40951,2687.14708264371395029
0xca79f4c1188e23915caf67d7e9ccb19b9b25309c0a8d24ec2ab6b2541b359afe,25,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,0x4cd00e387622c35bddb9b4c962c136462338bc31,1.913554
0x1b7c5c26aa9724794d5b9685cb306f0c9dc05a8811a5d2caf734c6b5a1446268,44,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x7a09760387b078c9e255467c8c5620e25f8a16af,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,4013.4344747681
0x1b7c5c26aa9724794d5b9685cb306f0c9dc05a8811a5d2caf734c6b5a1446268,49,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,2.792735
0x1b7c5c26aa9724794d5b9685cb306f0c9dc05a8811a5d2caf734c6b5a1446268,50,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,0x8366a39cc670b4001a1121b8f6a443a643e40951,4013.4344747681
0x1b7c5c26aa9724794d5b9685cb306f0c9dc05a8811a5d2caf734c6b5a1446268,55,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,0x4cd00e387622c35bddb9b4c962c136462338bc31,2.792735
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,26,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x35f17f653000b663c3f28667bcd68b2e17d460d7,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,10000
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,30,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,0x1d4b86491ec211257cbedd77a4380a7494624eff,10000
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,33,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0x1d4b86491ec211257cbedd77a4380a7494624eff,2.94478
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,34,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x8366a39cc670b4001a1121b8f6a443a643e40951,4000
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,37,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0x1d4b86491ec211257cbedd77a4380a7494624eff,0.211696
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,38,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x8366a39cc670b4001a1121b8f6a443a643e40951,249.6
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,41,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0x1d4b86491ec211257cbedd77a4380a7494624eff,1.253015
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,42,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x8366a39cc670b4001a1121b8f6a443a643e40951,1749.84672
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,46,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0x1d4b86491ec211257cbedd77a4380a7494624eff,2.838584
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,47,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x8366a39cc670b4001a1121b8f6a443a643e40951,4000.55328
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,50,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,0x1d4b86491ec211257cbedd77a4380a7494624eff,0.00380780839636803
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,51,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,7.248075
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,53,Index,0x56910d4409f3a0c78c64dd8d0545ff0705389870,0xd29893ffac8b29ec4db2cfe0cdb3fe1377c028ff,0x1d4b86491ec211257cbedd77a4380a7494624eff,907.536007310048128714
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,54,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x1d4b86491ec211257cbedd77a4380a7494624eff,0xd29893ffac8b29ec4db2cfe0cdb3fe1377c028ff,0.00380780839636803
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,56,Index,0x56910d4409f3a0c78c64dd8d0545ff0705389870,0x1d4b86491ec211257cbedd77a4380a7494624eff,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,907.536007310048128714
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,58,Index,0x56910d4409f3a0c78c64dd8d0545ff0705389870,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,0x8fb79468b6273de01370f01d0ba7784c1753a820,907.536007310048128714
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,6,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x8366a39cc670b4001a1121b8f6a443a643e40951,0x1521027b665fa38fa4a642991607ad708376dd7b,10484.089738386815393565
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,7,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x1521027b665fa38fa4a642991607ad708376dd7b,0x8366a39cc670b4001a1121b8f6a443a643e40951,10484.089738386815393565
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,11,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0x1521027b665fa38fa4a642991607ad708376dd7b,7.055577
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,12,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,0x1521027b665fa38fa4a642991607ad708376dd7b,0.00370947331741502
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,13,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x1521027b665fa38fa4a642991607ad708376dd7b,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,7.055577
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,15,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x1521027b665fa38fa4a642991607ad708376dd7b,0x0000000000000000000000000000000000000000,0.0035414705069776
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,17,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x1521027b665fa38fa4a642991607ad708376dd7b,0x0000000000000000000000000000000000000000,0.00016800281043742
0x97b9df076fe1a90f52805aa1e411b3aea2d37c841459cb7e946b4df94e341ce7,6,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x0db8a59558dad8e67b5b4d4ea6aabf9f96bf075d,0xa687b664662b96b180346d699a6d5b42e9b05d31,5198.175976119336126776
0x97b9df076fe1a90f52805aa1e411b3aea2d37c841459cb7e946b4df94e341ce7,8,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xa687b664662b96b180346d699a6d5b42e9b05d31,0x8366a39cc670b4001a1121b8f6a443a643e40951,5198.175976119336126776
0x97b9df076fe1a90f52805aa1e411b3aea2d37c841459cb7e946b4df94e341ce7,12,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0xe58b3089df6667fbf99b75595a1671baf6797d6d,3.395128
0x97b9df076fe1a90f52805aa1e411b3aea2d37c841459cb7e946b4df94e341ce7,13,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xe58b3089df6667fbf99b75595a1671baf6797d6d,0x6ea08ca8f313d860808ef7431fc72c6fbcf4a72d,0.016975
0x97b9df076fe1a90f52805aa1e411b3aea2d37c841459cb7e946b4df94e341ce7,15,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0xe58b3089df6667fbf99b75595a1671baf6797d6d,0x0db8a59558dad8e67b5b4d4ea6aabf9f96bf075d,3.378153
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,35,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x35f17f653000b663c3f28667bcd68b2e17d460d7,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,18421.108105528225337389
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,39,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xb92fe925dc43a0ecde6c8b1a2709c170ec4fff4f,0x1d4b86491ec211257cbedd77a4380a7494624eff,18421.108105528225337389
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,42,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0x1d4b86491ec211257cbedd77a4380a7494624eff,3.14798
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,43,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x8366a39cc670b4001a1121b8f6a443a643e40951,5526.332431658467601216
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,46,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0x1d4b86491ec211257cbedd77a4380a7494624eff,2.902539
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,47,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x8366a39cc670b4001a1121b8f6a443a643e40951,5065.067884696040838768
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,51,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,0x1d4b86491ec211257cbedd77a4380a7494624eff,4.30129
