tx,token,block,router_sender,router_family,selected_pool,selected_fee,selected_hooked,selected_output,alt_pool,alt_fee,alt_hooked,alt_tick_spacing,alt_init_block,alt_age_blocks,alt_output,regret_bps,beaten,shortfall_bps,alt_ever_used_by_same_sender,alt_ever_used_by_same_family,alt_used_before_this_order_same_sender,alt_used_before_this_order_same_family
0xd74dbed573d2d55964be034b37b04592e8fc87598510ddfce14b0fbf0a5ff120,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620416,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,1243046674520148912723,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,87965,1924485998305684672105.94452655954877180932534600929054148114,-3540.89000587935781563373982255418054615485913933300328568984,True,3540.890005879357815633739823,True,True,False,False
0x3d4ab4d0907bc61a917e20208c401ddfa86ac5a64f47398c58558ffbc8c9459d,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620434,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300000,False,1191831737396834682778,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,87983,2357455713532635898304.03384058668730660563371491077011400564,-4944.41515675015318799188838521416337372136500246732967127030,True,4944.415156750153187991888385,True,True,False,False
0x1416ed6271e2b2800233d0d05b6e0c8d982ed07523a53bfad2670f11c3e1c88d,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620440,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,226724740752468717530,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,87989,403000413481038137518.063340616943279982923562185503084397568,-4374.08168408401629408996235245744667854788741585145680840589,True,4374.081684084016294089962352,True,True,False,False
0x651d01e296a745f5f930d6cb13161265e349e36e782a15751207f3a353c1cc23,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620485,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,752689780205662318367,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88034,2191397510250484734194.60288041107365733865551207057064684984,-6565.25218868379964019993454066806310064264412650405820360245,True,6565.252188683799640199934541,True,True,False,False
0x64b8383fd9092b1edd835ca85a232bb648b80b95cde631d1464f085d4bfeb425,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620488,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0xfd072dcaedaba7c7a767cbb62e9d2451baca9a62364a8b9a6c59a43b316b3254,100000,False,282364976076850677245,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88037,407916429079327239295.849713355708588472574007684099647627748,-3077.87193778509601724778327234185231600807504848161255017724,True,3077.871937785096017247783272,True,True,False,False
0x6e07dbea72d083180f63f253a6f66bd6ebb95320aa382da8460da3ca77087572,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620497,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,1028323747715440855424,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88046,2081982438659731836235.63424112895884646875588898851301293980,-5060.84331634698945242587405170419869514739475998740457575581,True,5060.843316346989452425874052,True,True,False,False
0xcde5d797a1349d222fd6661de5e90e1d55075225238e3f29c020fdf31c26a181,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620579,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,944786044310465248825,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88128,1967623073696970681010.87663936959979594332673133739010419027,-5198.33825420991338857774793526001264948551057581164502803356,True,5198.338254209913388577747935,True,True,False,False
0xe0ad414042e30161db1fad83714baff09c2fff36864239eb35d836304efe609d,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620586,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,592460805700001041827,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88135,1078111282844754637414.24957900156094667917142761688185944208,-4504.64144910248625137263447828026950724660381224988282425210,True,4504.641449102486251372634478,True,True,False,False
0xea929e7ba91b58c7bea897593f7a44e1c48765304eb2cdbe073216430b55d5c0,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620652,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300000,False,985138576937393003494,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88201,2260199139806618178057.43943951804828337215267086550365149808,-5641.36380911249659057979838604963302161402937234101465400208,True,5641.363809112496590579798386,True,True,False,False
0x05d0ff6c749ad99666bd4dbed2c5eac31cefc0e76a9d52442624f967ac004969,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620669,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,535056475696258537683,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88218,1040665170926013497326.01552575982597673577213844979869569325,-4858.51462464002660630762789337368634506958639279856907291640,True,4858.514624640026606307627893,True,True,False,False
0xed5d10a27f746840d543233f5cf8215348f4300e3b2ad9254dc358585cb94bfe,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620690,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300000,False,196896004521841532677,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88239,401588900566377746916.066486876857315744762430400050414592179,-5097.07553559994308776105680647839090750942263052678834770576,True,5097.075535599943087761056806,True,True,False,False
0x92b0491fb3f761c511684aa40f1ad8b2d9b710a2d5097e762a513ea0224b6401,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620704,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,197725330332367632616,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88253,363822802996942494704.282715624549055121222417715529189833420,-4565.33981092907794328518698659346076933031671943796754747622,True,4565.339810929077943285186987,True,True,False,False
0x8b4fa37c17b8b6c4dd427b0abd2d61f365531c2f686c8866155c1b5c2cdb9302,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620742,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,1044287706772476,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88291,1408302186231170.45248522556960190531200327427962306260453812,-2584.77536296987671836351614870010037021549531205481847666805,True,2584.775362969876718363516149,True,True,False,False
0x64f62843f9283fa3f1a0f229db1f08bc88896cdcfe5773c12d0903cc659d2885,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620771,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,877973113175201076348,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88320,1347859870687003645673.90849905138829584644307118016608982766,-3486.16920594498798998946642345864855113650407977363786056708,True,3486.169205944987989989466423,True,True,False,False
0x5608169ce7d1ef58490861b2d382159864707eb835ee4eb3ed62f82d74f33b92,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620775,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300000,False,26065393105343453290849,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88324,128319807358935852045093.973586245421436846050245960158338987,-7968.71631575681848586815583948779502328870254808901883863198,True,7968.716315756818485868155839,True,True,True,True
0x0c8aba24d3feb092999ce561afe84ba5ac0c876a23e429ba417e9e21b47b74d3,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620776,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0xfd072dcaedaba7c7a767cbb62e9d2451baca9a62364a8b9a6c59a43b316b3254,100000,False,691692634346878766948,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88325,2012682671969839323367.64017259735651507267367152479860508578,-6563.32990798837663724007811863224034170730857406716439901168,True,6563.329907988376637240078119,True,True,False,False
0xf4da6acd06e11ccecc2f91932efa06dd4430276a2b61968737a0ec683d438ebb,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620833,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300000,False,899067634208737597948,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88382,1844191551665151300723.81940256048611429417815707954805039394,-5124.86849103633274638446692608867955478245632376727667101092,True,5124.868491036332746384466926,True,True,False,False
0x76bb0a9173561c8d2dab9af09af8ce9d0838eb1308fb11aa343aa895e7cf91bc,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620889,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0xd2b356ac3cee4ee6a7286abeae98f907741ac5897f1718f53b115413eef57613,500000,False,340626307836753730454,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88438,458134119592044004170.231685640622959421613747165124866086826,-2564.92164041237072497911413333024950063351945243960826997516,True,2564.921640412370724979114133,True,True,False,False
0x6ebe49dada5ebd9f2c498dc2eb1b4ef42917bf4e6898efd5c2bff22361a0b4a8,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9620907,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300000,False,620388945550647691235,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88456,1300519856922145747078.86627343730004857144382759217604265333,-5229.68494292058608120325443008439306112409682176843510318934,True,5229.684942920586081203254430,True,True,False,False
0x74dd5f40de0d65a9c074ed091bdd7d2c24f0e3bf207787f3002fd85b5b707c81,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9621090,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0xfd072dcaedaba7c7a767cbb62e9d2451baca9a62364a8b9a6c59a43b316b3254,100000,False,1302040082877136,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88639,3404272469529892.22785480388658354993481303346897322472162522,-6175.27652521615221010729853550034537652358207896482299951196,True,6175.276525216152210107298536,True,True,True,True
0x12fc8caa3d5e7cd4e8ed8af4d016eab5bb11d594c8e065725d5e8d95be5594ae,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9621091,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,947672138557890,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,88640,1236166274872386.30695129518364455214379138823050771266230088,-2333.78099838776582178162727657536573545940255468824585027852,True,2333.780998387765821781627277,True,True,True,True
0x620877e5ec8758862a866c193b188fdc37d91736b8f15dcaa007a5b7ccd8e9e3,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9621551,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300000,False,598863514156942208691,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,89100,1304843451009002219737.68764087693671143865551370762234589705,-5410.45698858467427582186594345683588561417253187078253928786,True,5410.456988584674275821865943,True,True,True,True
0xc0e2bd99db07bb635ae2d1f0f724012e41df5bbec9f7adffdd5cafa6dba35ba8,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9621689,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300000,False,431087327139175207102,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,89238,929926052297051038364.433953845467632271642897501455476598417,-5364.28379359490429853606070670114126169660487562053428767956,True,5364.283793594904298536060707,True,True,True,True
0x56803a29cee75312cef2e271fa7a9f3a9eee579fd59fc50f8129b3338ab7859a,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9622043,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0xfd072dcaedaba7c7a767cbb62e9d2451baca9a62364a8b9a6c59a43b316b3254,100000,False,2139094602584,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300000,False,6000,9592958,29085,2385795943815.25446612332844101316135931605938020507558025718,-1034.04208507765797354038211309326588241130345503016288830049,True,1034.042085077657973540382113,True,True,True,True
0xe9c89f4510b2762249d807e7e39d92e95bda46f5ea197ea037c4503872a72f7e,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9622242,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0xfd072dcaedaba7c7a767cbb62e9d2451baca9a62364a8b9a6c59a43b316b3254,100000,False,3218331293749,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,5000,9606098,16144,4461309681978.82321918309022879664026282776385977825637985485,-2786.12891019593502253757628552005173495749700694422326575420,True,2786.128910195935022537576286,True,True,True,True
0x78ceff73965148331707d15af21c133d809e215532b60573ac5174783708a480,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9622256,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300000,False,706966736649527,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,5000,9606098,16158,877646347907007.900033807930083366730578494840964393126961395,-1944.74245423015727634560588676722590504500760687929723582598,True,1944.742454230157276345605887,True,True,True,True
0x014de0ed91a93cf697007800c61ba0ef767ff37b5c5e06641e3ef2b3cefc4a09,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9622503,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300000,False,4832201499086647176329,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,90052,11390103301741705957418.2204934217196308236380385420819931024,-5757.54374558856192016314649057032709172130028829270732126381,True,5757.543745588561920163146491,True,True,True,True
0xb7ee614cee3943a4c99ef5300b2dfee11c93673ca7cc909f51d20214ad154f75,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9622988,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0xfd072dcaedaba7c7a767cbb62e9d2451baca9a62364a8b9a6c59a43b316b3254,100000,False,516369173087993523248,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,90537,663332629678103684658.839864680944629122821318335195298948557,-2215.53184654020887232803326245458473286545292034334639487050,True,2215.531846540208872328033262,True,True,True,True
0xb7ee614cee3943a4c99ef5300b2dfee11c93673ca7cc909f51d20214ad154f75,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9622988,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,383002346795100100729,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,90537,663332629678103684658.839864680944629122821318335195298948557,-4226.08914955743751795263684045597673908351289131302895705586,True,4226.089149557437517952636840,True,True,True,True
0xb7ee614cee3943a4c99ef5300b2dfee11c93673ca7cc909f51d20214ad154f75,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9622988,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300000,False,472154410474167999326,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,90537,884440114692180248733.434958593001651913659348679764066157321,-4661.54460171114919848595349602331686409184662516514204719712,True,4661.544601711149198485953496,True,True,True,True
0xe5958160ac1e558584ca42f29391b04dedebdce743932037c87b140aead37694,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9623755,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,8779246068031136696535,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,91304,16996856046015976901080.3092656500335631220911134304554666617,-4834.78235959469025710362388446977733549604255418318689237952,True,4834.782359594690257103623884,True,True,True,True
0x31a1ba86233663bc58a111715a8e552362c56fdf1971d72b7f3edc8dd02e372b,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9625087,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,5719071380625090960845,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,92636,9373298329383750508621.94847543100039632294889504323303009991,-3898.54971040797703426136983582395273075829709101123932994821,True,3898.549710407977034261369836,True,True,True,True
0x96ea2a0c05d27b829e77d606312e269374480f94f62ea186176fae9725ebda58,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9625087,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,2022985136336676322442,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,92636,3613524849345645954209.81468981312469799673654145669066912920,-4401.62937663758429898437852378577016976302280389285597648171,True,4401.629376637584298984378524,True,True,True,True
0x10511b966e9b87d5e80bfcb1a4c5197689067bcd8c203c63dd2b5aa3a048c816,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9625229,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x6629b21c0d7274ec8a1408e6a4ff7d3d5664f1053a555b4c772fff2d8558988d,300000,False,4728417966062691,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,92778,5397694798792546.81632848902774104210810709992987463189571396,-1239.93085507459899766419800423204578224356459207232480136732,True,1239.930855074598997664198004,True,True,True,True
0x75f4eaa02fc0028d44cdb1aa4ee20df2a4eed7f2d8fe7a4b65b03c512c1b8701,0xa3fdcadd1a10ef1a1731e08b87493420d7a61007,9627184,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x8b5ca8c300d039b4437cfdca7bac6a31544667344d7f1fe797c38c6265071539,250000,False,8905739738432559776872,0x7d26f46b1fbf7fef3671a77e76e3176e61298f91c7109040b57372e4c80bae36,0,True,60,9532451,94733,16686146283985383665875.8586177003595136033779206779267592520,-4662.79416057865310797977055039060877469698999872329992280205,True,4662.794160578653107979770550,True,True,True,True
