token,tx,block,order_key,router_sender,router_family,selected_pool,selected_fee,target_pool,target_fee,target_tick_spacing,target_is_selected,n_same_pair_hops_in_tx,input_amount,zero_for_one,n_live_same_pair,n_eligible_competitors,target_active_liquidity,target_actual_output,target_unfilled_frac,benchmark_pool,benchmark_fee,benchmark_output,benchmark_impact_bps,target_impact_bps,routeability_margin_bps,target_actual_spot,benchmark_spot,crossover_spot,lowfee_ref_pool,lowfee_ref_fee,lowfee_ref_spot,required_multiple_vs_benchmark,actual_multiple_vs_benchmark,required_multiple_vs_lowfee,actual_multiple_vs_lowfee,headroom_price_bps,naive_multiple,pairwise_fee_only_multiple,no_target_slip_multiple,eff_fee_effect,competitor_slippage_effect,target_slippage_effect,status,monotone,root_ok,root_residual_rel,recon_consistency_rel
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x3e466a114201b49f0cbfed3fcd43936747018320633615f6b0b7fd71e82bddf2,14237570,14237570:5:31,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xf29a7797119188f0d757ec88e1027ea61847b472cf6897c9e68475dbee98d95f,900000,18000,False,4,2594981,False,5,3,190074435236031,1.83812918422e+21,0e+1,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,2.26622218326e+21,925.601281137,1084.91129825,-1889.01601178,7.94540756409e+15,1.01314722348e+15,9.92063833108e+15,,,,9.79190200707,7.84230305323,,,-1991.03192866,1e+1,9.499,8.61977134305,-0.501,-0.879228656952,1.17213066402,OK,True,True,1.87046e-12,2.00306e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x3e466a114201b49f0cbfed3fcd43936747018320633615f6b0b7fd71e82bddf2,14237570,14237570:5:31,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,10000,False,4,2594981,False,5,3,2914384807259994,2.09247651304e+21,0e+1,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,2.26622218326e+21,925.601281137,177.195725168,-766.675357350,1.64180250780e+15,1.01314722348e+15,1.77942107528e+15,,,,1.75633020950,1.62049746547,,,-773.389555685,2,1.8998,1.72395426861,-0.1002,-0.175845731390,0.0323759408949,OK,True,True,2.45349e-13,1.28198e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x3e466a114201b49f0cbfed3fcd43936747018320633615f6b0b7fd71e82bddf2,14237570,14237570:5:31,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xc0397eb91c19243568afe2ca6f7076aac618051dd1e7f0447b4924883d45bbe2,850000,17000,False,4,2594981,False,5,4,994804815138407,1.22452350318e+21,0e+2,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,2.26622218326e+21,925.601281137,217.066574956,-4596.63085011,3.21567823212e+15,1.01314722348e+15,5.99850042831e+15,,,,5.92066018568,3.17394960731,,,-4639.19646160,6.66666666667,6.33266666667,5.74651422870,-0.334000000000,-0.586152437968,0.174145956983,OK,True,True,2.08085e-12,0
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x3e466a114201b49f0cbfed3fcd43936747018320633615f6b0b7fd71e82bddf2,14237570,14237570:5:31,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,400000,8000,False,4,2594981,False,5,3,38781322019309,8.61224834526e+20,0e+1,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,2.26622218326e+21,925.601281137,5983.87087103,-6199.73345558,1.37728381505e+15,1.01314722348e+15,5.97098540479e+15,,,,5.89350221409,1.35941133048,,,-7693.37266519,1.66666666667,1.58316666667,1.43662855717,-0.0835000000000,-0.146538109492,4.45687365691,OK,True,True,1.31336e-13,1.92963e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x3e466a114201b49f0cbfed3fcd43936747018320633615f6b0b7fd71e82bddf2,14237570,14237570:5:34,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,0xf29a7797119188f0d757ec88e1027ea61847b472cf6897c9e68475dbee98d95f,900000,18000,False,4,2442840,False,5,3,190074435236031,1.74143841128e+21,0,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,1.97184533169e+21,166.980399201,1027.84190787,-1168.48373806,7.94540756409e+15,1.64180250780e+15,9.05934833836e+15,,,,5.51792818888,4.83944172722,,,-1229.60364550,1e+1,5,4.91650980040,-5,-0.0834901996004,0.601418388482,OK,True,True,1.80296e-12,2.00910e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x3e466a114201b49f0cbfed3fcd43936747018320633615f6b0b7fd71e82bddf2,14237570,14237570:5:34,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,10000,True,4,2442840,False,5,3,2914384807259994,1.97184533169e+21,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,1.78073112497e+21,801.497081392,166.980399201,1073.23449360,1.64180250780e+15,8.34273192730e+14,1.48143635193e+15,,,,1.77572090874,1.96794350113,,,1082.50452787,2,1.8998,1.74753158448,-0.1002,-0.152268415523,0.0281893242586,OK,True,True,1.81042e-12,1.28264e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x3e466a114201b49f0cbfed3fcd43936747018320633615f6b0b7fd71e82bddf2,14237570,14237570:5:34,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,0xc0397eb91c19243568afe2ca6f7076aac618051dd1e7f0447b4924883d45bbe2,850000,17000,False,4,2442840,False,5,4,994804815138407,1.15419986039e+21,0,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,1.97184533169e+21,166.980399201,204.600573086,-4146.60043646,3.21567823212e+15,1.64180250780e+15,5.52867442958e+15,,,,3.36744182282,1.95862670257,,,-4183.63610830,6.66666666667,3.33333333333,3.27767320027,-3.33333333333,-0.0556601330669,0.0897686225582,OK,True,True,1.20005e-12,0
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x3e466a114201b49f0cbfed3fcd43936747018320633615f6b0b7fd71e82bddf2,14237570,14237570:5:34,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,400000,8000,False,4,2442840,False,5,3,38781322019309,8.40209018845e+20,0,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,1.97184533169e+21,166.980399201,5837.85101392,-5738.97097635,1.37728381505e+15,1.64180250780e+15,4.90704810042e+15,,,,2.98881752045,0.838885193866,,,-7193.25389346,1.66666666667,0.833333333333,0.819418300067,-0.833333333333,-0.0139150332667,2.16939922038,OK,True,True,9.12153e-13,1.94973e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x7eb3c31e1a171dd010419a05f2b6773ce31599003027b6f7ea08221ba678e23c,14239419,14239419:3:5,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xf29a7797119188f0d757ec88e1027ea61847b472cf6897c9e68475dbee98d95f,900000,18000,False,1,3676543639327553147190,True,5,2,190074435236031,45289.7778851,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,3266650.77313,1295.50665753,212.390247874,-9861.35714825,1.25858867772e-16,1.07458703775e-15,1.06594964590e-14,,,,9.91962129130,0.117123009445,,,-9881.92794260,1e+1,9.499,8.26839822601,-0.501,-1.23060177399,1.65122306529,OK,True,True,2.36468e-12,2.09546e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x7eb3c31e1a171dd010419a05f2b6773ce31599003027b6f7ea08221ba678e23c,14239419,14239419:3:5,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,10000,False,1,3676543639327553147190,True,5,1,2914384807259994,1139970.02556,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,3266650.77313,1295.50665753,155.845368461,-6510.27886133,6.29948832756e-16,1.07458703775e-15,1.82490511659e-15,,,,1.69823853488,0.586224112730,,,-6548.04610372,2,1.8998,1.65367964520,-0.1002,-0.246120354798,0.0445588896816,OK,True,True,6.64275e-13,1.00111e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x7eb3c31e1a171dd010419a05f2b6773ce31599003027b6f7ea08221ba678e23c,14239419,14239419:3:5,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xc0397eb91c19243568afe2ca6f7076aac618051dd1e7f0447b4924883d45bbe2,850000,17000,False,1,3676543639327553147190,True,5,2,994804815138407,169837.424998,0e+1,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,3266650.77313,1295.50665753,96.8125837502,-9480.08698574,3.10976387504e-16,1.07458703775e-15,6.18158436101e-15,,,,5.75252086975,0.289391530495,,,-9496.93093333,6.66666666667,6.33266666667,5.51226548401,-0.334000000000,-0.820401182660,0.240255385741,OK,True,True,2.11821e-12,0
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x7eb3c31e1a171dd010419a05f2b6773ce31599003027b6f7ea08221ba678e23c,14239419,14239419:3:5,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,400000,8000,False,1,3676543639327553147190,True,5,2,38781322019309,632388.686892,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,3266650.77313,1295.50665753,6051.64166530,-8064.10684578,7.26066762040e-16,1.07458703775e-15,9.83383408957e-15,,,,9.15126810963,0.675670500884,,,-9261.66462091,1.66666666667,1.58316666667,1.37806637100,-0.0835000000000,-0.205100295665,7.77320173863,OK,True,True,1.01095e-12,1.92030e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x906e0a0c07cce3814b62161cbdd0534a0845b5072549ffcf315d7caa216ff2dd,14264168,14264168:9:46,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xf29a7797119188f0d757ec88e1027ea61847b472cf6897c9e68475dbee98d95f,900000,18000,False,1,2965374754241100000000,True,5,3,190074435236031,36679.8846264,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,2437516.96543,1020.77433784,172.013424476,-9849.51946942,1.25858867772e-16,9.63720921851e-16,9.46773463789e-15,,,,9.82414558325,0.130596799258,,,-9867.06548865,1e+1,9.499,8.52936645648,-0.501,-0.969633543516,1.29477912676,OK,True,True,1.20370e-12,2.09974e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x906e0a0c07cce3814b62161cbdd0534a0845b5072549ffcf315d7caa216ff2dd,14264168,14264168:9:46,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,10000,False,1,2965374754241100000000,True,5,3,2914384807259994,922241.127716,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,2437516.96543,1020.77433784,126.079638180,-6216.47298954,6.29948832756e-16,9.63720921851e-16,1.67824906276e-15,,,,1.74142640749,0.653663128477,,,-6246.39246501,2,1.8998,1.70587329130,-0.1002,-0.193926708703,0.0355531161907,OK,True,True,3.24509e-13,1.00261e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x906e0a0c07cce3814b62161cbdd0534a0845b5072549ffcf315d7caa216ff2dd,14264168,14264168:9:46,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xc0397eb91c19243568afe2ca6f7076aac618051dd1e7f0447b4924883d45bbe2,850000,17000,False,1,2965374754241100000000,True,5,4,994804815138407,137242.087956,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,2437516.96543,1020.77433784,78.2322337641,-9436.95945545,3.10976387504e-16,9.63720921851e-16,5.66436295851e-15,,,,5.87759675035,0.322683030381,,,-9450.99494898,6.66666666667,6.33266666667,5.68624430432,-0.334000000000,-0.646422362344,0.191352446024,OK,True,True,1.55187e-12,0
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x906e0a0c07cce3814b62161cbdd0534a0845b5072549ffcf315d7caa216ff2dd,14264168,14264168:9:46,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,400000,8000,False,1,2965374754241100000000,True,5,3,38781322019309,577686.816265,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,2437516.96543,1020.77433784,5528.17227643,-7630.01930055,7.26066762040e-16,9.63720921851e-16,6.39706299507e-15,,,,6.63787913080,0.753399397665,,,-8864.99982476,1.66666666667,1.58316666667,1.42156107608,-0.0835000000000,-0.161605590586,5.21631805472,OK,True,True,6.60526e-13,1.99236e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xafa4d83e86593d10e1d1349c00371b52a5ae48f8e2616bce0922cb0df9e34903,14273380,14273380:5:9,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xf29a7797119188f0d757ec88e1027ea61847b472cf6897c9e68475dbee98d95f,900000,18000,False,1,1000000,False,5,1,190074435236031,7.58949191505e+20,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,1.17063852654e+21,424.223851727,447.951406101,-3516.79297839,7.94540756409e+15,1.28697745831e+15,1.23919832189e+16,,,,9.62874923633,6.17369598261,,,-3588.26797637,1e+1,9.499,9.09602976324,-0.501,-0.402970236755,0.532719473090,OK,True,True,2.21230e-12,2.07051e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xafa4d83e86593d10e1d1349c00371b52a5ae48f8e2616bce0922cb0df9e34903,14273380,14273380:5:9,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,10000,False,1,1000000,False,5,2,2914384807259994,7.88326648399e+20,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,1.17063852654e+21,424.223851727,67.8909602090,-3265.84056030,1.58743051499e+15,1.28697745831e+15,2.36079368793e+15,,,,1.83437065869,1.23345634746,,,-3275.86089751,2,1.8998,1.81920595265,-0.1002,-0.0805940473511,0.0151647060452,OK,True,True,2.96396e-12,1.00555e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xafa4d83e86593d10e1d1349c00371b52a5ae48f8e2616bce0922cb0df9e34903,14273380,14273380:5:9,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xc0397eb91c19243568afe2ca6f7076aac618051dd1e7f0447b4924883d45bbe2,850000,17000,False,1,1000000,False,5,2,994804815138407,4.78262369733e+20,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,1.17063852654e+21,424.223851727,84.7797320822,-5914.51708714,3.21567823212e+15,1.28697745831e+15,7.90890779731e+15,,,,6.14533513872,2.49862824819,,,-5934.10580256,6.66666666667,6.33266666667,6.06401984216,-0.334000000000,-0.268646824504,0.0813152965569,OK,True,True,2.58867e-12,0
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xafa4d83e86593d10e1d1349c00371b52a5ae48f8e2616bce0922cb0df9e34903,14273380,14273380:5:9,0x8876789976decbfcbbbe364623c63652db8c0904,Uniswap UniversalRouter,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,400000,8000,False,1,1000000,False,5,2,38781322019309,5.24956251460e+20,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,1.17063852654e+21,424.223851727,3647.44523816,-5515.64176680,1.37728381505e+15,1.28697745831e+15,3.81566192501e+15,,,,2.96482420913,1.07016933836,,,-6390.44589874,1.66666666667,1.58316666667,1.51600496054,-0.0835000000000,-0.0671617061259,1.44881924859,OK,True,True,1.87872e-12,2.25129e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xb632b23f630f59002b4fe0f7af185c778c35e86933f536bd67bfa9832459c3cc,14285266,14285266:5:9,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xf29a7797119188f0d757ec88e1027ea61847b472cf6897c9e68475dbee98d95f,900000,18000,False,1,1179000000000000000000,True,5,3,190074435236031,14736.2146939,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,910427.845689,406.595649455,69.1067264561,-9838.13967506,1.25858867772e-16,8.47385619676e-16,8.15457042181e-15,,,,9.62321077024,0.148526084051,,,-9845.65849424,1e+1,9.499,9.11277479258,-0.501,-0.386225207417,0.510435977656,OK,True,True,1.83644e-12,2.11063e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xb632b23f630f59002b4fe0f7af185c778c35e86933f536bd67bfa9832459c3cc,14285266,14285266:5:9,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,10000,False,1,1179000000000000000000,True,5,3,2914384807259994,369479.067746,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,910427.845689,406.595649455,50.5115048292,-5941.69851575,6.29948832756e-16,8.47385619676e-16,1.55673239338e-15,,,,1.83710032036,0.743402788682,,,-5953.39034868,2,1.8998,1.82255495852,-0.1002,-0.0772450414835,0.0145453618452,OK,True,True,4.81378e-13,1.00643e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xb632b23f630f59002b4fe0f7af185c778c35e86933f536bd67bfa9832459c3cc,14285266,14285266:5:9,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xc0397eb91c19243568afe2ca6f7076aac618051dd1e7f0447b4924883d45bbe2,850000,17000,False,1,1179000000000000000000,True,5,4,994804815138407,54824.3025743,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,910427.845689,406.595649455,31.2515476762,-9397.81825837,3.10976387504e-16,8.47385619676e-16,5.21410707477e-15,,,,6.15316917552,0.366983319381,,,-9403.58649517,6.66666666667,6.33266666667,6.07518319506,-0.334000000000,-0.257483471612,0.0779859804680,OK,True,True,4.41041e-13,0
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xb632b23f630f59002b4fe0f7af185c778c35e86933f536bd67bfa9832459c3cc,14285266,14285266:5:9,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,400000,8000,False,1,1179000000000000000000,True,5,3,38781322019309,344362.601948,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,910427.845689,406.595649455,3295.37689892,-6217.57392880,7.26066762040e-16,8.47385619676e-16,2.44869600899e-15,,,,2.88970682548,0.856831583144,,,-7034.88403880,1.66666666667,1.58316666667,1.51879579876,-0.0835000000000,-0.0643708679029,1.37091102672,OK,True,True,1.58388e-12,2.29976e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x84f42f1ed8bfd2f561095715b17506bc8813cb558a1ed79a4a4f7a93dfdd2a8a,14329813,14329813:3:7,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xf29a7797119188f0d757ec88e1027ea61847b472cf6897c9e68475dbee98d95f,900000,18000,False,1,2762018838149400000000,True,5,3,190074435236031,34204.8439371,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,1893406.21895,664.100856536,160.406511613,-9819.34756739,1.25858867772e-16,7.73006461016e-16,7.73102087357e-15,,,,10.0012370704,0.162817355506,,,-9837.20278366,1e+1,9.499,8.86817059638,-0.501,-0.630829403624,1.13306647402,OK,True,True,9.86040e-13,2.10096e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x84f42f1ed8bfd2f561095715b17506bc8813cb558a1ed79a4a4f7a93dfdd2a8a,14329813,14329813:3:7,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,10000,False,1,2762018838149400000000,True,5,3,3566839788009817,861592.531638,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,1893406.21895,664.100856536,96.2422318008,-5449.51039552,6.29948832756e-16,7.73006461016e-16,1.39082751748e-15,,,,1.79924436292,0.814933463723,,,-5470.69047141,2,1.8998,1.77363411928,-0.1002,-0.126165880725,0.0256102436438,OK,True,True,1.98220e-12,1.00412e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x84f42f1ed8bfd2f561095715b17506bc8813cb558a1ed79a4a4f7a93dfdd2a8a,14329813,14329813:3:7,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xc0397eb91c19243568afe2ca6f7076aac618051dd1e7f0447b4924883d45bbe2,850000,17000,False,1,2762018838149400000000,True,5,4,994804815138407,127899.081311,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,1893406.21895,664.100856536,72.9064310837,-9324.50268711,3.10976387504e-16,7.73006461016e-16,4.70059362756e-15,,,,6.08092411204,0.402294680818,,,-9338.43167024,6.66666666667,6.33266666667,5.91211373092,-0.334000000000,-0.420552935749,0.168810381127,OK,True,True,1.13644e-12,0
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x84f42f1ed8bfd2f561095715b17506bc8813cb558a1ed79a4a4f7a93dfdd2a8a,14329813,14329813:3:7,0x1d4b86491ec211257cbedd77a4380a7494624eff,0x Settler,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0x0e6ef141436d1b1948593ce40268b6ffc56870929e83922c15a4a5d64f5b4636,400000,8000,False,1,2762018838149400000000,True,5,3,38781322019309,559273.193445,0,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,1893406.21895,664.100856536,5351.96316742,-7046.20599717,7.26066762040e-16,7.73006461016e-16,4.36998930356e-15,,,,5.65323774631,0.939276446779,,,-8338.51592852,1.66666666667,1.58316666667,1.47802843273,-0.0835000000000,-0.105138233937,4.17520931358,OK,True,True,1.65382e-12,2.01662e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x3ec71e1ac83862cd42c62efa7ed65f6414e6fbc2689a106eee38d3933746b337,14359090,14359090:1:2,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xf29a7797119188f0d757ec88e1027ea61847b472cf6897c9e68475dbee98d95f,900000,18000,False,1,6175947,False,5,2,190074435236031,3.80501059877e+21,0e+1,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,8.10416023658e+21,1912.23317214,2245.81548676,-5304.86751533,7.94540756409e+15,1.70803965511e+15,1.89990619945e+16,,,,11.1233143432,4.65176996350,,,-5818.00008526,1e+1,9.499,7.68256970979,-0.501,-1.81643029021,3.44074463345,OK,True,True,1.16669e-12,1.88012e-15
0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x3ec71e1ac83862cd42c62efa7ed65f6414e6fbc2689a106eee38d3933746b337,14359090,14359090:1:2,0xa633c73658857d5241fe21d43f854a82e2d0592c,unlabelled router A,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,0xdfbdc88db73b4290a0f02daf53a95c5eb59ceceb7f080e08476d04ee776eee43,500000,10000,False,1,6175947,False,5,1,3566839788009817,4.73849602784e+21,0e+1,0x9bd959e6fccf10bdeeee7e80ef6a3c485e95df0fb338f81789b166bf62047a08,50100,8.10416023658e+21,1912.23317214,333.433749501,-4153.00797429,1.58743051499e+15,1.70803965511e+15,2.74343350470e+15,,,,1.60618841401,0.929387388780,,,-4213.70879859,2,1.8998,1.53651394196,-0.1002,-0.363286058042,0.0696744720531,OK,True,True,2.77419e-12,9.92153e-16
