tx_hash,token,token_address,address,address_type,known_role,net_raw,net_amount
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,,130326200012991026,0.130326200012991026
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x0000000000000000000000000000000000000000,EOA,,946070378332,9.46070378332E-7
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x3140e614cbebfed42a34e1c3cc52801f83c7e263,CONTRACT,,-33691129383837256,-0.033691129383837256
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,,-250970663,-250.970663
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,-1901863,-1.901863
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x4cd00e387622c35bddb9b4c962c136462338bc31,CONTRACT,,252872526,252.872526
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,CUSTODIAN,0x481fafe6f55ebcbe6b512c39d1c9f8e4f6ad2a00,0xe677efcf5bc895da95e742c04de66f81a3b663b9,EOA_7702,,-6125196235183878369545830,-6125196.23518387836954583
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,CUSTODIAN,0x481fafe6f55ebcbe6b512c39d1c9f8e4f6ad2a00,0x3140e614cbebfed42a34e1c3cc52801f83c7e263,CONTRACT,,6125196235183878369545830,6125196.23518387836954583
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x3268eebced4018c5321d904121c10111a4700daf,EOA_7702,,-2144511156283800000000,-2144.5111562838
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,2144511156283800000000,2144.5111562838
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,ETH,0x0000000000000000000000000000000000000000,0x0bd7d308f8e1639fab988df18a8011f41eacad73,INFRASTRUCTURE,WETH contract,-15500417078604950,-0.01550041707860495
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,ETH,0x0000000000000000000000000000000000000000,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,946070378332,9.46070378332E-7
0x64a1b87235edb8fce25e9797dd1b136374359256b00edc9f48a966f7a5f7c27e,ETH,0x0000000000000000000000000000000000000000,0xc6b81b429797e0f555440b70cd99e032d7ae947e,CONTRACT,,15499471008226618,0.015499471008226618
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,,-52428684134422301,-0.052428684134422301
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x0000000000000000000000000000000000000000,EOA,,52428684134422301,0.052428684134422301
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,-100907144,-100.907144
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,,100907144,100.907144
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,ETH,0x0000000000000000000000000000000000000000,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,31002183090225312,0.031002183090225312
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,ETH,0x0000000000000000000000000000000000000000,0xe3fa8fa0d0a3f59c9b08ea0fe36d654a506850cc,CONTRACT,,632697614086230,0.00063269761408623
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,ETH,0x0000000000000000000000000000000000000000,0x0bd7d308f8e1639fab988df18a8011f41eacad73,INFRASTRUCTURE,WETH contract,-52428684134422301,-0.052428684134422301
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,ETH,0x0000000000000000000000000000000000000000,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,,-31634880704311542,-0.031634880704311542
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,ETH,0x0000000000000000000000000000000000000000,0x9622a5f4c3f5fef73cb71da0bff3ed86a8203056,CONTRACT,,31634880704311542,0.031634880704311542
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,ETH,0x0000000000000000000000000000000000000000,0x743be0db30148336a3db479f19d4e1828b293869,EOA,,15352060801770000,0.01535206080177
0x2ad27c41fc2e78348a7b3768167319d33f6e3484e4cdccb5ae8eac03eda82ad1,ETH,0x0000000000000000000000000000000000000000,0x33eabd63853e74ff70d8b89982dfb5bc3eb0a189,EOA,,5441742628340759,0.005441742628340759
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x0000000000000000000000000000000000000000,EOA,,4120771587275979,0.004120771587275979
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,,-4322351486420254,-0.004322351486420254
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x33eabd63853e74ff70d8b89982dfb5bc3eb0a189,EOA,,201579899144275,0.000201579899144275
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,-8325636,-8.325636
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,,8325636,8.325636
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,ETH,0x0000000000000000000000000000000000000000,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,4038356155530461,0.004038356155530461
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,ETH,0x0000000000000000000000000000000000000000,0xe3fa8fa0d0a3f59c9b08ea0fe36d654a506850cc,CONTRACT,,82415431745518,0.000082415431745518
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,ETH,0x0000000000000000000000000000000000000000,0x0bd7d308f8e1639fab988df18a8011f41eacad73,INFRASTRUCTURE,WETH contract,-8241543174551958,-0.008241543174551958
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,ETH,0x0000000000000000000000000000000000000000,0xc6b81b429797e0f555440b70cd99e032d7ae947e,CONTRACT,,4120771587275979,0.004120771587275979
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,ETH,0x0000000000000000000000000000000000000000,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,,-4120771587275979,-0.004120771587275979
0x68bd9a33708ae4c5d59865eff34299b17d489d38e8bbacbd7bd6b275ee14ad85,ETH,0x0000000000000000000000000000000000000000,0x9622a5f4c3f5fef73cb71da0bff3ed86a8203056,CONTRACT,,4120771587275979,0.004120771587275979
0x097b2738e51cb10e5e345239b790a8c23a26263ccdb25a9229f7e264eb799021,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0xe0077b307550eff13aad4a163be7c1d99b22314d,EOA_7702,,-4144008340027574371295,-4144.008340027574371295
0x097b2738e51cb10e5e345239b790a8c23a26263ccdb25a9229f7e264eb799021,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,4144008340027574371295,4144.008340027574371295
0x097b2738e51cb10e5e345239b790a8c23a26263ccdb25a9229f7e264eb799021,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,-3023953,-3.023953
0x097b2738e51cb10e5e345239b790a8c23a26263ccdb25a9229f7e264eb799021,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x4cd00e387622c35bddb9b4c962c136462338bc31,CONTRACT,,3023953,3.023953
0xca79f4c1188e23915caf67d7e9ccb19b9b25309c0a8d24ec2ab6b2541b359afe,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x23845fb6645bbb694d4089c920794b9cf6ae61c6,EOA_7702,,-2687147082643713950290,-2687.14708264371395029
0xca79f4c1188e23915caf67d7e9ccb19b9b25309c0a8d24ec2ab6b2541b359afe,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,2687147082643713950290,2687.14708264371395029
0xca79f4c1188e23915caf67d7e9ccb19b9b25309c0a8d24ec2ab6b2541b359afe,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,-1913554,-1.913554
0xca79f4c1188e23915caf67d7e9ccb19b9b25309c0a8d24ec2ab6b2541b359afe,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x4cd00e387622c35bddb9b4c962c136462338bc31,CONTRACT,,1913554,1.913554
0x1b7c5c26aa9724794d5b9685cb306f0c9dc05a8811a5d2caf734c6b5a1446268,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x7a09760387b078c9e255467c8c5620e25f8a16af,EOA_7702,,-4013434474768100000000,-4013.4344747681
0x1b7c5c26aa9724794d5b9685cb306f0c9dc05a8811a5d2caf734c6b5a1446268,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,4013434474768100000000,4013.4344747681
0x1b7c5c26aa9724794d5b9685cb306f0c9dc05a8811a5d2caf734c6b5a1446268,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,-2792735,-2.792735
0x1b7c5c26aa9724794d5b9685cb306f0c9dc05a8811a5d2caf734c6b5a1446268,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x4cd00e387622c35bddb9b4c962c136462338bc31,CONTRACT,,2792735,2.792735
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x35f17f653000b663c3f28667bcd68b2e17d460d7,EOA,,-10000000000000000000000,-10000
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,10000000000000000000000,10000
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,-7248075,-7.248075
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,,7248075,7.248075
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,,-3807808396368030,-0.00380780839636803
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0xd29893ffac8b29ec4db2cfe0cdb3fe1377c028ff,CONTRACT,,3807808396368030,0.00380780839636803
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,Index,0x56910d4409f3a0c78c64dd8d0545ff0705389870,0xd29893ffac8b29ec4db2cfe0cdb3fe1377c028ff,CONTRACT,,-907536007310048128714,-907.536007310048128714
0xf50ffe042627593be4497336916db1f1ff1386c3e9a1055da47b66365dfa06f7,Index,0x56910d4409f3a0c78c64dd8d0545ff0705389870,0x8fb79468b6273de01370f01d0ba7784c1753a820,EOA,,907536007310048128714,907.536007310048128714
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,-7055577,-7.055577
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,,7055577,7.055577
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,,-3709473317415020,-0.00370947331741502
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x0000000000000000000000000000000000000000,EOA,,3709473317415020,0.00370947331741502
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,ETH,0x0000000000000000000000000000000000000000,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,3506055801907824,0.003506055801907824
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,ETH,0x0000000000000000000000000000000000000000,0xe3fa8fa0d0a3f59c9b08ea0fe36d654a506850cc,CONTRACT,,35414705069776,0.000035414705069776
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,ETH,0x0000000000000000000000000000000000000000,0x0bd7d308f8e1639fab988df18a8011f41eacad73,INFRASTRUCTURE,WETH contract,-3709473317415020,-0.00370947331741502
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,ETH,0x0000000000000000000000000000000000000000,0x1521027b665fa38fa4a642991607ad708376dd7b,CONTRACT,,-3541470506977600,-0.0035414705069776
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,ETH,0x0000000000000000000000000000000000000000,0x5884b599ff8c2a5ec74ff13f57c6fcfb9849252c,CONTRACT,,3541470506977600,0.0035414705069776
0xb9502a70234e44da590669bafad43ccba5d1bdc3ff0ee130843da13ee40b7959,ETH,0x0000000000000000000000000000000000000000,0x3cf17add1de1cb251b236a4f3571c0d34e41338b,EOA,,168002810437420,0.00016800281043742
0x97b9df076fe1a90f52805aa1e411b3aea2d37c841459cb7e946b4df94e341ce7,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x0db8a59558dad8e67b5b4d4ea6aabf9f96bf075d,EOA,,-5198175976119336126776,-5198.175976119336126776
0x97b9df076fe1a90f52805aa1e411b3aea2d37c841459cb7e946b4df94e341ce7,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,5198175976119336126776,5198.175976119336126776
0x97b9df076fe1a90f52805aa1e411b3aea2d37c841459cb7e946b4df94e341ce7,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,-3395128,-3.395128
0x97b9df076fe1a90f52805aa1e411b3aea2d37c841459cb7e946b4df94e341ce7,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x6ea08ca8f313d860808ef7431fc72c6fbcf4a72d,EOA,,16975,0.016975
0x97b9df076fe1a90f52805aa1e411b3aea2d37c841459cb7e946b4df94e341ce7,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x0db8a59558dad8e67b5b4d4ea6aabf9f96bf075d,EOA,,3378153,3.378153
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x35f17f653000b663c3f28667bcd68b2e17d460d7,EOA,,-18421108105528225337389,-18421.108105528225337389
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,18421108105528225337389,18421.108105528225337389
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,-10351809,-10.351809
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x00000000000014aa86c5d3c41765bb24e11bd701,CONTRACT,,10351809,10.351809
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,ETH,0x0000000000000000000000000000000000000000,0x00000000000014aa86c5d3c41765bb24e11bd701,CONTRACT,,-5454826957588302,-0.005454826957588302
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,ETH,0x0000000000000000000000000000000000000000,0x0bd7d308f8e1639fab988df18a8011f41eacad73,INFRASTRUCTURE,WETH contract,-5454826957588302,-0.005454826957588302
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,ETH,0x0000000000000000000000000000000000000000,0xc6b81b429797e0f555440b70cd99e032d7ae947e,CONTRACT,,5454826957588302,0.005454826957588302
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,ETH,0x0000000000000000000000000000000000000000,0xf70da97812cb96acdf810712aa562db8dfa3dbef,EOA,,8100418032006,0.000008100418032006
0x135bd717c3349de7177b85bdc54da7f302b9f20b3f31114010891e39108e4b5f,ETH,0x0000000000000000000000000000000000000000,0x35f17f653000b663c3f28667bcd68b2e17d460d7,EOA,,5446726539556296,0.005446726539556296
0xa97ad7f27d90da24c92f43509caac6d31a648688eae53f8eb698c43909a8d938,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x0000000000000000000000000000000000000000,EOA,,3529215355149175,0.003529215355149175
0xa97ad7f27d90da24c92f43509caac6d31a648688eae53f8eb698c43909a8d938,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,,-3639779102772136,-0.003639779102772136
0xa97ad7f27d90da24c92f43509caac6d31a648688eae53f8eb698c43909a8d938,WETH,0x0bd7d308f8e1639fab988df18a8011f41eacad73,0x33eabd63853e74ff70d8b89982dfb5bc3eb0a189,EOA,,110563747622961,0.000110563747622961
0xa97ad7f27d90da24c92f43509caac6d31a648688eae53f8eb698c43909a8d938,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,-6905387,-6.905387
0xa97ad7f27d90da24c92f43509caac6d31a648688eae53f8eb698c43909a8d938,USDG,0x5fc5360d0400a0fd4f2af552add042d716f1d168,0x52e65b17fb6e5ba00ed806f37afcd2daa50271ca,CONTRACT,,6905387,6.905387
0xa97ad7f27d90da24c92f43509caac6d31a648688eae53f8eb698c43909a8d938,ETH,0x0000000000000000000000000000000000000000,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,3458631048046193,0.003458631048046193
0xa97ad7f27d90da24c92f43509caac6d31a648688eae53f8eb698c43909a8d938,ETH,0x0000000000000000000000000000000000000000,0xe3fa8fa0d0a3f59c9b08ea0fe36d654a506850cc,CONTRACT,,70584307102982,0.000070584307102982
0xa97ad7f27d90da24c92f43509caac6d31a648688eae53f8eb698c43909a8d938,ETH,0x0000000000000000000000000000000000000000,0x0bd7d308f8e1639fab988df18a8011f41eacad73,INFRASTRUCTURE,WETH contract,-7058430710298350,-0.00705843071029835
0xa97ad7f27d90da24c92f43509caac6d31a648688eae53f8eb698c43909a8d938,ETH,0x0000000000000000000000000000000000000000,0xc6b81b429797e0f555440b70cd99e032d7ae947e,CONTRACT,,3529215355149175,0.003529215355149175
0xa97ad7f27d90da24c92f43509caac6d31a648688eae53f8eb698c43909a8d938,ETH,0x0000000000000000000000000000000000000000,0xa633c73658857d5241fe21d43f854a82e2d0592c,CONTRACT,,-3529215355149175,-0.003529215355149175
0xa97ad7f27d90da24c92f43509caac6d31a648688eae53f8eb698c43909a8d938,ETH,0x0000000000000000000000000000000000000000,0x9622a5f4c3f5fef73cb71da0bff3ed86a8203056,CONTRACT,,3529215355149175,0.003529215355149175
0x630c9b30fa769998cca874382f6ce605547baff0d96be7a5f15a2778cb2bd549,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x35f17f653000b663c3f28667bcd68b2e17d460d7,EOA,,-20000000000000000000000,-20000
0x630c9b30fa769998cca874382f6ce605547baff0d96be7a5f15a2778cb2bd549,FIRE,0x43eea882b845a8493152ebc55cf30ae9281b02d5,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,20000000000000000000000,20000
0x630c9b30fa769998cca874382f6ce605547baff0d96be7a5f15a2778cb2bd549,Index,0x56910d4409f3a0c78c64dd8d0545ff0705389870,0x8366a39cc670b4001a1121b8f6a443a643e40951,INFRASTRUCTURE,Uniswap V4 PoolManager,-1607229734823383987075,-1607.229734823383987075
